-0.30	0.27	0.73	0.35	-0.12	1.39	-0.02	-0.36	0.42	-0.03	-0.17	1.16	0.68	1.06	1.09	-0.17	Septic
0.10	-0.08	0.88	0.10	0.31	1.64	-0.10	-0.63	0.06	-0.19	-1.28	1.70	-0.02	1.95	0.86	-0.22	Septic
0.21	-0.53	1.02	0.66	0.86	2.26	-0.20	-0.85	-0.63	-0.08	0.05	1.29	0.35	1.14	0.76	-0.20	CD
1.10	1.22	0.08	1.00	-1.54	-0.53	1.34	1.21	0.91	0.78	1.27	0.01	-1.37	0.30	-0.11	1.00	CA
0.03	1.00	0.45	0.56	-0.20	0.41	0.82	0.52	1.17	0.38	0.30	0.27	-0.15	0.14	1.01	0.45	CA
0.19	0.81	0.81	0.48	-0.91	0.80	0.47	0.40	1.07	0.18	0.10	0.66	0.13	0.75	1.18	0.29	Septic
0.89	0.00	-0.89	-0.15	0.51	0.04	0.51	1.17	0.02	0.23	0.63	0.04	0.73	0.54	-0.62	1.85	TB
1.04	-0.07	0.82	0.53	1.62	-1.53	-0.36	-0.69	0.10	0.40	0.68	1.40	0.49	1.52	-0.76	0.50	Septic
-0.01	0.14	0.42	0.45	0.02	1.54	-0.44	-0.71	0.08	-0.26	-0.07	0.94	1.26	1.63	0.29	0.16	Septic
0.75	1.18	0.42	0.92	-0.44	-0.73	1.61	1.78	0.87	0.81	0.13	-0.17	-0.48	-0.17	0.03	1.18	CA
0.40	-0.61	0.94	0.41	1.62	-0.56	-0.43	0.35	-0.63	0.62	0.73	1.14	0.83	1.26	-0.92	0.71	TB
0.40	1.15	0.86	1.08	-1.10	-0.72	1.43	1.33	-0.04	1.10	1.23	-0.14	-1.29	0.47	-0.62	1.95	HVD
0.40	0.63	1.27	0.98	-0.06	-1.83	-0.23	-0.55	-0.32	0.56	0.67	1.83	-0.79	2.47	-1.36	0.79	TB
0.40	0.61	0.43	0.47	0.56	1.30	-0.20	-0.11	0.89	-0.63	-0.10	0.83	-0.24	0.98	1.24	-0.47	Septic
0.64	0.42	0.60	0.43	-0.23	0.46	0.28	0.32	0.04	0.33	0.05	0.81	-0.48	1.25	0.28	0.45	TB
0.19	0.03	0.62	1.23	-1.61	0.77	0.18	0.05	1.49	0.98	0.91	1.42	-0.85	0.88	1.22	-0.51	CD
1.07	0.48	0.72	0.90	-0.34	-0.35	0.44	0.24	0.44	1.12	1.36	0.55	-0.34	0.41	0.17	0.20	CA
1.15	0.20	0.44	0.57	0.45	-0.08	0.38	-0.05	0.03	0.54	1.10	0.64	-0.21	0.69	-0.46	0.41	TB
-0.43	-0.01	0.63	0.20	0.55	1.66	-0.19	-0.46	0.38	0.34	-0.03	0.63	0.42	0.98	1.30	-0.30	Septic
0.81	0.90	0.37	1.08	-0.88	-0.36	1.29	1.20	0.42	0.82	1.28	0.02	-0.62	-0.14	-0.25	0.99	HVD
-0.14	0.09	0.97	0.54	-0.15	1.89	-0.55	-1.08	0.57	0.01	-0.71	1.21	0.44	1.54	1.54	-0.34	Septic
1.00	0.22	-0.05	0.50	-0.02	0.48	0.25	0.96	0.04	0.38	0.35	-0.27	-0.17	0.88	-0.04	1.03	TB
1.22	0.52	1.08	0.51	-0.29	-0.76	-0.67	-0.82	-0.15	0.36	0.59	1.11	-0.56	1.80	-0.26	1.22	TB
0.40	0.01	0.32	0.28	0.24	0.60	0.55	0.69	-0.21	0.63	0.55	0.08	1.49	0.29	0.18	0.53	CA
0.15	1.09	0.30	0.57	1.36	0.71	0.72	0.42	0.85	0.14	0.39	-0.38	1.03	-1.09	0.57	-0.02	CA
0.34	0.09	1.17	1.16	0.34	0.03	-0.01	-0.55	-0.61	0.92	0.21	1.43	1.31	2.07	-0.76	-1.01	Septic
0.31	0.52	0.58	0.61	-0.22	0.61	0.43	-0.01	0.92	0.62	0.56	0.31	0.03	0.13	1.08	0.37	CA
0.65	0.49	0.41	0.15	-0.58	-0.43	1.63	1.63	0.02	0.85	1.06	-0.17	-1.09	0.41	-0.16	1.65	CA
-0.30	0.53	1.16	0.47	0.04	1.86	-0.27	-0.72	0.83	0.05	-0.28	1.39	-0.07	1.10	1.61	-0.97	CD
0.58	1.29	1.01	-0.55	-0.61	-0.61	1.64	1.94	0.71	0.50	0.26	-0.29	-0.07	0.19	0.12	1.29	CA
0.19	0.43	0.75	0.61	-1.10	1.20	0.28	-0.45	0.91	0.51	0.07	1.49	-0.47	1.29	1.06	-0.32	Septic
0.02	1.11	0.34	0.78	0.33	0.47	0.76	0.45	1.01	0.34	0.09	0.26	0.46	-0.35	1.11	0.14	CD
0.40	0.52	0.31	0.47	-0.45	-1.20	0.98	1.47	0.31	0.86	0.84	0.32	-1.02	0.77	-0.39	1.77	TB
-0.42	0.45	0.52	0.45	0.35	1.01	0.49	0.29	0.92	0.10	-0.08	0.80	-0.29	0.60	1.19	0.28	CD
0.29	-0.27	-0.01	0.35	0.35	-0.18	0.69	0.60	0.58	0.57	0.54	0.48	0.25	0.67	-0.18	0.42	HVD
0.40	0.39	0.73	0.67	-0.91	1.40	-0.30	-0.41	0.27	0.19	-0.28	1.09	0.10	1.50	0.78	-0.41	Septic
-0.17	1.06	0.83	0.73	-1.15	1.26	0.31	-0.06	1.30	0.67	0.76	1.17	-0.75	0.61	1.28	-0.69	Septic
0.50	-0.26	0.81	0.50	0.71	1.40	0.05	-0.69	0.55	0.09	0.42	0.76	0.49	-0.01	0.97	0.06	CD
1.06	0.21	0.40	0.56	0.23	-0.30	0.28	0.23	0.33	0.70	0.64	0.33	-0.11	0.85	-0.07	0.60	TB
0.12	0.27	0.65	0.40	0.10	0.78	0.20	0.16	0.65	0.22	-0.01	0.86	-0.03	0.85	0.88	-0.01	Septic
0.70	0.76	0.61	0.63	-0.52	-0.56	1.03	0.95	0.59	0.69	1.13	-0.18	-0.91	0.09	-0.02	1.12	HVD
0.40	1.26	0.65	0.70	-0.02	-0.47	0.86	0.74	0.75	0.79	0.56	0.20	-0.08	0.34	0.62	0.41	CA
-0.14	0.79	0.76	0.51	-0.55	1.07	0.63	-0.06	1.06	0.45	0.12	0.57	0.02	0.68	0.85	-0.10	Septic
1.13	0.20	-0.03	0.63	-0.41	-0.11	1.29	1.44	-0.82	0.77	1.28	0.08	-0.64	0.57	-0.34	1.27	HVD
0.36	0.99	0.45	0.99	-0.16	0.24	0.73	0.27	0.60	0.35	0.96	0.07	0.56	-0.19	0.41	0.32	CA
1.09	0.77	-0.43	0.21	1.13	-0.16	1.46	1.61	0.42	1.10	1.19	-1.71	-1.27	-0.02	0.34	0.79	HVD
-0.11	0.37	0.29	0.30	-0.87	1.41	0.39	0.43	0.63	0.19	0.16	0.98	0.44	0.72	0.75	0.22	CD
0.26	0.31	-0.02	0.23	0.14	1.01	0.27	0.06	0.97	0.11	0.35	0.43	0.64	0.59	0.74	-0.06	TB
0.25	1.13	0.80	0.49	-0.80	0.15	0.67	0.67	0.76	0.48	0.35	0.53	0.03	0.19	0.14	0.74	CD
0.40	0.67	0.61	0.88	0.16	0.65	0.26	0.48	0.94	0.05	0.49	0.17	0.54	-0.20	0.75	0.06	CD
-0.32	0.06	0.47	0.31	-0.05	1.52	0.00	-0.40	0.25	0.14	-0.13	1.14	0.70	1.11	1.17	0.01	Septic
-0.69	0.19	0.39	0.25	0.19	2.06	-0.11	-0.54	0.33	-0.44	-0.31	0.96	1.08	1.15	1.43	-0.22	CD
0.42	1.06	-0.11	0.55	0.19	-0.60	1.23	1.32	0.26	0.78	0.94	-0.40	-0.23	-0.09	-0.15	1.10	HVD
0.41	0.62	0.85	1.04	-0.57	-0.22	0.94	0.57	0.58	0.53	1.01	0.57	-0.12	0.16	0.52	0.36	CA
1.43	-0.45	0.66	0.52	1.21	-0.46	-0.34	0.10	-0.17	0.61	0.48	0.93	0.15	0.94	-0.37	0.43	TB
-0.15	0.25	0.34	0.01	0.01	1.21	0.04	0.02	0.42	0.22	0.26	0.92	0.82	0.88	0.61	0.10	Septic
0.40	0.08	0.27	-0.38	-0.64	0.91	0.61	1.35	-0.48	0.27	0.49	0.41	0.53	0.78	-0.04	1.47	TB
1.49	0.52	0.34	0.50	0.01	-0.14	0.35	-0.40	-0.23	0.52	0.90	0.81	-0.19	0.89	-0.68	0.39	TB
0.71	-0.45	0.49	0.42	0.72	0.51	0.04	0.04	-0.92	0.59	0.65	0.72	0.72	1.08	-0.12	0.51	TB
-0.43	0.53	0.34	0.37	0.51	1.42	0.19	0.18	0.56	0.39	-0.39	0.52	0.58	0.93	1.01	-0.31	Septic
0.29	1.17	0.33	0.34	-0.52	0.36	1.20	0.52	0.46	0.51	0.64	0.29	-0.07	0.36	0.31	0.31	CA
0.40	0.22	1.29	0.61	-0.23	-0.68	0.61	0.23	-0.10	0.34	0.35	1.44	-1.19	1.76	-0.09	0.47	Septic
1.45	0.88	0.54	0.82	-1.15	-0.62	1.44	1.58	-0.02	1.02	1.97	0.05	-1.01	-0.04	-0.65	1.02	HVD
0.39	0.34	1.07	0.57	0.11	1.05	-0.15	-0.47	0.02	-0.08	-0.15	1.32	0.34	1.41	0.26	-0.08	Septic
0.24	0.84	0.73	0.95	-0.13	-0.59	0.35	0.74	1.03	0.50	0.51	0.51	0.15	0.30	0.73	0.04	CD
-0.33	0.07	0.61	0.12	-0.25	1.61	-0.18	-0.38	0.12	0.02	-0.05	1.30	0.62	1.22	0.60	0.19	Septic
-0.13	0.44	0.80	0.53	-0.40	0.82	0.41	0.26	0.27	0.63	0.20	0.80	-0.34	1.03	1.12	-0.10	CD
0.61	0.41	0.18	0.22	0.91	0.42	0.73	0.97	0.03	0.20	0.04	0.02	0.75	0.02	-0.03	0.89	CA
1.07	0.11	0.57	0.56	0.10	0.11	-0.16	-0.64	0.13	0.28	0.24	0.85	-0.16	1.30	-0.10	0.72	TB
0.94	-0.50	0.12	-0.13	0.25	0.63	0.17	0.68	-0.76	0.41	0.40	0.60	0.72	1.39	-0.36	0.85	TB
1.23	0.10	0.09	0.66	1.00	-0.14	-0.02	0.26	-0.11	0.61	0.58	0.64	0.70	0.90	-0.37	0.37	Septic
-0.49	-0.08	0.16	0.50	0.00	1.87	-0.33	-0.39	0.31	-0.01	-0.16	0.78	0.69	1.03	1.19	-0.01	Septic
0.10	0.29	0.87	0.33	0.31	1.66	-0.11	-0.42	0.10	-0.02	-0.42	1.14	-0.05	1.56	0.71	-0.22	Septic
-0.30	-0.07	1.08	0.60	-0.08	2.00	-0.75	-1.20	0.44	-0.04	-0.34	1.35	1.28	1.32	1.15	-1.26	Septic
1.23	0.17	0.61	0.30	0.13	-1.00	0.12	0.19	-0.29	0.64	0.84	1.15	-0.36	1.54	-0.82	0.84	TB
0.83	0.19	0.96	0.44	0.09	-0.59	0.51	0.44	0.00	0.53	0.45	0.90	-0.87	1.27	0.04	0.62	Septic
0.36	1.21	0.74	0.62	-0.90	0.60	0.89	0.84	1.27	0.51	-0.17	-0.09	-0.62	0.33	0.92	0.61	CD
-0.01	0.67	0.55	0.42	-0.08	0.39	0.75	0.71	0.77	0.58	0.16	0.17	0.46	0.13	0.71	0.21	CA
0.29	0.33	0.76	-0.80	0.91	1.24	0.26	-0.21	0.18	0.10	0.39	0.90	0.75	1.03	0.26	-0.19	Septic
0.40	-0.64	0.95	0.79	-0.20	1.24	-1.03	-1.24	0.01	0.20	-0.22	1.63	0.59	1.71	0.61	0.14	Septic
0.65	-0.12	0.61	0.31	0.99	0.37	-0.42	0.02	-0.03	0.23	0.44	1.12	0.39	0.89	0.13	0.51	TB
1.08	-0.43	-0.06	0.19	-0.77	-0.12	0.57	1.33	-0.76	0.60	1.31	0.16	0.49	0.92	-0.64	1.29	TB
0.40	0.54	0.25	0.06	0.92	-0.67	0.79	1.14	0.36	0.27	0.36	0.27	-0.07	0.61	-0.01	1.12	HVD
0.40	0.43	0.75	0.17	0.68	-0.78	0.31	0.13	0.07	0.39	0.59	0.71	0.85	0.90	-0.45	0.64	TB
0.94	-0.27	0.81	0.56	0.31	-0.79	-0.01	0.27	0.20	0.66	0.64	0.94	-0.63	1.27	-0.35	0.88	TB
1.10	0.88	-0.15	-0.69	1.17	-0.40	0.96	1.17	0.93	0.05	0.80	0.02	-0.55	-0.04	0.26	0.88	HVD
0.04	-0.19	0.85	0.84	-0.03	1.12	-0.08	-0.58	0.38	0.11	-0.52	1.46	0.34	1.56	0.75	-0.14	Septic
0.40	-0.04	0.57	0.20	0.09	0.25	-0.45	0.07	0.25	0.26	0.74	0.96	0.28	1.07	-0.13	0.95	TB
1.26	0.90	0.72	0.73	-1.19	-1.14	1.48	1.62	0.16	0.96	1.34	0.04	-0.89	0.16	-0.35	1.29	HVD
1.27	-0.13	0.19	0.47	0.56	-0.96	0.22	0.97	-0.36	0.82	1.56	0.57	-0.56	0.62	-1.01	1.42	TB
0.14	-0.27	0.62	0.41	0.37	1.67	-0.61	-0.15	0.14	-0.05	-0.02	1.10	0.03	1.22	0.82	0.27	Septic
0.92	0.20	0.54	0.41	0.14	-0.36	-0.13	-0.32	-0.05	0.41	0.54	1.18	-0.35	1.50	-0.04	0.36	TB
-0.32	0.81	0.37	0.66	0.02	1.61	0.11	-0.35	0.86	0.32	-0.48	0.48	0.29	0.56	1.44	-0.10	Septic
-0.59	0.45	0.81	0.35	-0.64	1.62	-0.08	-0.34	0.96	0.10	-0.38	1.21	0.12	1.26	1.45	-0.48	Septic
0.26	0.45	1.21	0.57	-0.59	0.83	0.06	0.24	0.66	0.29	0.47	0.99	0.15	0.53	0.90	0.01	CD
0.29	0.06	0.36	0.11	0.63	1.25	0.00	-0.07	0.66	-0.10	-0.40	1.08	0.25	1.10	0.56	-0.28	Septic
-0.65	0.21	0.33	0.55	0.35	1.74	0.28	-0.66	0.96	0.09	-0.49	1.09	0.22	1.02	1.21	-0.34	Septic
-0.68	0.24	0.87	0.32	-0.19	2.04	-0.27	-0.88	0.70	-0.11	-0.56	1.30	1.15	1.35	1.72	-0.99	Septic
0.49	0.06	0.28	0.41	0.13	1.50	-0.35	-0.93	0.33	-0.03	-0.02	0.92	1.00	1.50	0.18	-0.24	Septic
0.76	0.47	0.46	0.56	-0.05	0.18	0.92	0.73	0.65	0.55	0.88	0.00	0.16	-0.15	0.25	0.39	CA
0.15	0.85	0.86	0.50	-0.48	1.49	0.20	-0.32	0.84	0.19	-0.34	1.26	-0.75	1.27	0.80	-0.31	Septic
0.30	1.05	0.96	0.88	-0.88	0.46	0.86	0.40	1.40	0.90	0.49	0.61	-0.84	0.39	0.73	0.05	CD
0.13	0.47	0.34	0.35	-0.02	1.27	0.16	-0.34	0.62	0.11	0.16	0.58	0.56	0.64	0.87	-0.05	Septic
-0.05	-0.16	0.74	0.40	-0.15	1.50	-0.12	-0.28	0.42	0.14	-0.10	0.92	0.55	1.23	1.15	-0.13	Septic
1.17	0.80	-0.38	0.62	-1.59	-0.72	1.76	2.38	-0.62	1.42	1.28	-0.24	-1.33	0.46	-0.78	1.55	HVD
0.61	0.14	-0.07	0.25	0.77	-0.05	0.43	0.81	0.12	0.45	0.86	-0.13	0.75	0.45	-0.36	0.87	HVD
-0.31	-0.01	0.90	0.41	-0.58	1.84	-0.43	-0.65	0.87	-0.17	-0.54	1.42	0.47	1.16	1.54	-0.16	Septic
0.37	0.24	0.58	0.46	0.01	0.87	-0.06	-0.11	0.51	0.42	0.66	0.76	0.24	0.64	0.51	0.06	Septic
-0.12	-0.01	0.74	0.24	0.24	1.49	0.04	-0.12	0.28	0.26	0.40	0.87	-0.14	0.64	0.91	0.17	Septic
1.20	1.09	0.13	1.00	-1.46	-0.58	1.53	1.32	0.14	0.90	1.32	-0.11	-0.12	-0.01	-0.55	1.26	HVD
0.69	0.42	0.41	0.17	-0.20	0.20	0.47	0.00	-0.19	0.51	0.55	0.59	0.26	1.14	-0.24	0.71	TB
0.04	-0.03	0.47	0.32	0.38	1.83	0.05	-0.33	0.20	-0.20	-0.66	0.20	1.16	1.29	0.90	-0.11	Septic
1.11	-0.36	0.04	0.27	0.00	-0.66	1.11	1.89	-0.21	0.29	0.61	0.27	-0.59	0.66	-0.35	1.76	HVD
0.49	0.04	1.25	1.06	0.21	0.23	-0.15	0.33	0.53	0.16	0.43	0.89	-0.37	0.67	0.21	0.39	CD
0.40	0.59	0.55	0.55	-0.10	-0.93	1.24	1.62	0.08	1.06	0.78	0.02	-0.49	0.17	-0.35	1.43	HVD
0.64	0.08	0.16	-1.10	1.18	0.66	-0.15	0.16	0.02	0.00	-0.12	0.39	0.85	1.30	0.18	1.03	TB
0.39	0.93	0.25	0.48	-0.05	-0.36	1.12	1.16	0.57	0.52	0.94	0.23	0.06	-0.02	0.07	0.83	HVD
1.21	-0.49	0.14	0.51	-0.23	0.16	0.97	1.04	-0.44	0.64	1.11	0.39	-0.26	0.68	-0.42	0.94	HVD
0.40	1.66	0.93	1.54	-1.07	-0.04	0.53	0.25	1.25	1.11	0.62	0.30	0.11	-0.09	0.32	-0.05	CA
0.39	0.32	0.72	0.53	1.15	-0.57	0.34	0.31	-0.05	0.61	0.37	1.03	-0.14	1.44	-0.21	-0.12	TB
0.78	0.31	0.41	0.32	-0.43	0.15	0.67	0.87	-0.17	0.61	0.95	0.29	0.07	0.28	-0.30	0.98	HVD
0.32	0.54	0.52	0.50	-0.71	1.33	-0.17	-0.34	0.82	0.14	-0.26	1.29	0.11	1.39	0.86	-0.15	Septic
0.76	0.64	0.46	0.62	-0.39	-0.13	1.02	0.76	0.36	1.02	1.27	-0.10	0.12	-0.29	0.18	0.59	CA
0.96	0.13	-0.42	0.01	0.10	-0.36	0.92	1.28	-0.19	0.39	0.91	-0.13	0.47	0.58	-0.28	1.20	HVD
0.08	0.99	0.05	0.96	0.22	0.67	1.15	-0.13	0.25	0.92	0.78	-0.42	1.13	-0.55	0.42	0.31	CA
0.24	-0.07	-0.18	0.38	0.14	0.02	0.01	0.59	0.40	0.41	0.56	0.16	0.73	0.69	0.27	0.91	TB
0.29	1.26	0.39	0.98	0.64	-0.17	1.22	0.50	0.34	0.54	0.54	0.14	-0.63	-0.40	0.40	0.57	CA
0.40	0.09	1.06	0.58	-1.33	2.06	-0.21	-1.25	0.68	-0.06	-0.44	1.36	0.05	1.80	1.59	-0.95	Septic
1.22	0.12	0.71	0.59	0.36	-1.13	-0.03	0.23	0.02	0.78	1.09	0.99	-0.84	1.04	-0.30	0.85	TB
0.40	0.40	0.26	0.45	0.93	-1.38	1.43	1.37	0.14	1.20	0.61	-0.58	0.18	0.28	-0.08	0.95	HVD
0.92	0.84	0.31	0.30	0.31	-0.66	1.30	1.20	0.12	0.64	0.64	-0.85	0.46	-0.04	0.23	1.13	HVD
0.82	-0.33	0.90	0.62	0.84	-0.10	0.07	-0.22	-0.56	0.60	0.29	1.20	0.17	1.11	-0.07	0.58	CD
-0.07	0.20	0.28	0.30	0.07	1.72	-0.19	0.08	0.30	0.03	-0.20	0.27	0.56	1.31	0.83	-0.23	Septic
0.40	0.87	0.75	0.89	-0.58	0.35	0.24	0.29	0.87	0.29	0.54	0.72	-0.69	0.60	0.97	0.18	CD
0.26	0.76	0.77	0.63	-0.56	0.46	0.53	0.08	1.01	0.92	0.72	0.49	-0.45	0.03	1.05	0.24	CA
0.06	0.04	0.80	0.28	0.21	1.27	-0.05	-0.15	0.66	0.16	-0.14	1.03	-0.35	0.95	0.99	0.06	Septic
0.40	1.04	-0.05	0.36	1.28	0.64	0.89	0.16	0.47	0.56	0.55	-0.53	1.33	-0.36	0.41	0.02	CA
-0.18	0.20	1.13	0.46	-0.90	2.05	-0.25	-1.12	-0.38	0.29	-0.46	2.14	0.20	1.95	1.18	-0.46	Septic
0.65	0.94	0.93	0.94	0.07	-0.17	0.77	0.27	0.77	0.63	0.68	0.41	-0.39	-0.03	0.53	0.38	CA
0.26	0.70	0.65	1.08	-0.97	-0.37	0.74	0.48	1.04	0.55	1.13	0.77	-0.75	0.46	0.42	0.30	CA
0.70	0.26	0.73	0.42	1.11	-0.51	0.20	0.18	0.23	0.52	0.31	1.32	-0.24	1.09	-0.20	0.26	Septic
0.89	-0.21	0.81	0.60	0.78	-0.45	-0.22	0.20	-0.31	0.69	0.70	0.99	-0.32	1.19	-0.13	0.75	Septic
0.13	0.11	0.73	0.25	0.18	0.89	-0.02	-0.17	0.43	0.03	-0.12	0.81	0.13	1.15	0.80	0.17	Septic
2.76	1.88	0.74	1.11	-2.72	-3.14	2.85	3.17	0.03	1.88	2.46	-0.33	-3.72	0.14	-1.14	2.21	HVD
1.16	-0.22	0.78	0.45	0.38	0.15	-0.62	-0.58	-0.53	0.77	0.41	1.15	0.90	1.40	-0.45	0.68	TB
-0.16	0.30	0.95	-0.02	0.26	1.24	0.37	0.31	0.14	0.20	0.15	0.69	0.61	0.65	0.59	0.40	Septic
1.15	0.58	0.30	0.75	-0.58	-0.91	0.86	1.43	0.56	0.95	1.30	-0.06	-0.25	0.03	-0.27	0.90	HVD
-0.55	1.33	0.43	0.36	-0.01	0.78	0.98	0.68	1.02	0.36	-0.24	0.45	0.51	-0.15	0.89	0.00	CA
0.73	-0.01	-0.32	0.23	-0.08	0.23	0.78	1.12	-0.56	0.34	0.59	0.53	0.74	0.70	-0.29	1.04	HVD
0.16	-0.04	0.30	0.46	0.05	1.27	-0.09	-0.04	0.20	0.15	0.19	0.74	0.54	1.07	0.73	0.04	Septic
0.40	-0.12	0.77	0.36	0.82	1.66	0.19	-0.44	0.48	0.17	0.09	1.02	-0.39	0.19	0.99	-0.19	CD
0.47	0.57	0.02	0.63	-0.12	-0.23	0.70	1.15	0.29	0.58	0.80	0.27	0.17	0.23	-0.08	1.03	HVD
0.71	0.78	0.07	0.33	-0.31	-0.27	1.03	1.19	0.75	0.35	0.74	0.17	-0.09	0.29	-0.13	0.76	HVD
0.21	0.68	0.66	0.61	-0.27	0.59	0.47	0.34	0.95	0.76	0.48	0.52	-0.30	0.31	0.75	0.10	CA
-0.22	0.19	0.60	0.34	-0.01	1.11	0.02	0.11	0.37	0.30	-0.12	0.96	0.51	1.13	1.12	-0.22	Septic
0.25	1.28	0.62	0.79	-0.25	-0.28	1.19	0.57	1.15	0.95	0.87	0.08	-0.29	0.11	0.35	-0.04	CA
-0.21	0.98	0.71	0.24	0.05	0.49	0.63	0.65	1.26	0.21	-0.42	0.53	0.04	0.19	0.79	0.20	CD
0.80	0.74	0.73	0.74	-1.49	-0.65	0.68	1.61	1.06	0.81	1.11	0.25	-0.52	-0.22	-0.71	1.59	HVD
-0.09	-0.35	0.34	0.37	0.19	2.29	-0.09	-0.80	-0.47	-0.11	-0.45	0.96	1.12	1.54	1.03	-0.55	Septic
0.87	0.39	0.33	0.01	-0.14	0.00	0.83	1.04	0.22	0.43	0.61	-0.05	-0.07	0.52	0.12	0.69	HVD
0.82	0.23	0.20	0.55	1.40	0.03	-0.68	-0.28	-0.24	0.48	0.69	0.65	0.65	0.87	0.05	0.33	TB
0.52	0.03	0.49	0.42	0.50	0.34	0.41	0.36	0.70	-0.24	0.33	0.55	0.55	0.59	0.19	0.43	CD
0.29	0.22	0.48	-0.50	0.73	1.46	0.39	-0.06	-0.23	0.20	0.04	0.87	0.78	0.96	0.48	0.24	Septic
0.41	0.99	0.57	0.28	-0.64	-1.13	1.32	1.53	0.87	0.57	0.43	-0.15	-0.36	-0.15	0.07	1.24	CA
-0.14	-0.09	0.95	0.29	-0.36	1.64	-0.27	-0.54	0.60	0.10	-0.73	1.42	0.40	1.46	1.19	-0.60	Septic
0.40	1.20	0.95	1.12	-0.40	-0.13	0.76	0.69	1.19	0.75	0.58	0.50	-0.92	-0.42	0.88	0.39	CA
0.42	0.43	0.78	0.23	-0.10	0.30	0.14	0.09	0.67	-0.09	-0.46	0.91	0.12	1.02	0.87	0.46	Septic
-0.08	1.10	0.26	0.67	0.11	0.31	0.57	0.39	1.05	0.27	0.89	0.10	-0.20	-0.05	0.69	0.12	CA
0.02	0.17	0.48	0.57	0.58	1.11	-0.47	-0.98	-0.07	0.12	0.03	1.20	0.35	1.35	1.14	0.06	Septic
1.00	-0.05	0.62	-0.65	0.79	-0.05	-0.82	0.42	-0.15	-0.15	0.30	0.71	0.74	1.29	0.02	1.29	TB
